WHAM	LUMPY	GS	type	length
FALSE	FALSE	TRUE	MIXED	1399
FALSE	FALSE	TRUE	MIXED	1510
TRUE	TRUE	FALSE	DEL	-317
FALSE	FALSE	TRUE	DEL	-1099
FALSE	FALSE	TRUE	DEL	-3628
FALSE	FALSE	TRUE	DEL	-5129
TRUE	FALSE	FALSE	DEL	-36
TRUE	FALSE	FALSE	DEL	-34
FALSE	FALSE	TRUE	DEL	-1299
TRUE	TRUE	FALSE	DEL	-306
TRUE	FALSE	FALSE	DUP	67
TRUE	FALSE	FALSE	DEL	-21
TRUE	FALSE	FALSE	INV	19
FALSE	FALSE	TRUE	DEL	-3262
FALSE	FALSE	TRUE	DEL	-3576
FALSE	FALSE	TRUE	DEL	-1214
FALSE	FALSE	TRUE	DEL	-5319
FALSE	FALSE	TRUE	MIXED	1235
TRUE	TRUE	FALSE	DEL	-461
TRUE	FALSE	FALSE	DEL	-26
TRUE	TRUE	FALSE	DEL	-300
FALSE	FALSE	TRUE	MIXED	2606
TRUE	FALSE	FALSE	DUP	29
FALSE	FALSE	TRUE	DEL	-2749
TRUE	FALSE	FALSE	INV	134
FALSE	TRUE	FALSE	DEL	-115010
FALSE	TRUE	FALSE	DUP	114997
TRUE	TRUE	FALSE	DEL	-256
FALSE	FALSE	TRUE	DUP	9699
FALSE	FALSE	TRUE	MIXED	11629
FALSE	FALSE	TRUE	MIXED	9999
FALSE	FALSE	TRUE	DUP	2548
FALSE	FALSE	TRUE	MIXED	999
TRUE	TRUE	FALSE	DEL	-304
FALSE	FALSE	TRUE	DEL	-1942
FALSE	FALSE	TRUE	DEL	-17083
FALSE	FALSE	TRUE	DEL	-3122
FALSE	FALSE	TRUE	DEL	-1699
FALSE	FALSE	TRUE	MIXED	5151
TRUE	TRUE	FALSE	DEL	-44
FALSE	FALSE	TRUE	DEL	-4199
FALSE	FALSE	TRUE	DEL	-10264
TRUE	FALSE	FALSE	DEL	-48
TRUE	FALSE	FALSE	DEL	-28
FALSE	FALSE	TRUE	DEL	-4121
TRUE	TRUE	FALSE	DEL	-289
TRUE	TRUE	FALSE	DEL	-303
FALSE	FALSE	TRUE	DUP	2828
TRUE	FALSE	FALSE	DUP	43
FALSE	FALSE	TRUE	DEL	-2299
TRUE	TRUE	FALSE	DEL	-299
FALSE	FALSE	TRUE	DUP	13777
FALSE	FALSE	TRUE	DUP	8668
FALSE	FALSE	TRUE	DEL	-1135
FALSE	TRUE	FALSE	DEL	-1212
FALSE	TRUE	FALSE	DEL	-389
FALSE	FALSE	TRUE	MIXED	999
FALSE	FALSE	TRUE	DUP	1999
TRUE	TRUE	FALSE	DEL	-314
FALSE	TRUE	FALSE	DEL	-450
TRUE	FALSE	FALSE	DEL	-324
FALSE	FALSE	TRUE	DUP	94518
TRUE	FALSE	FALSE	DUP	52
TRUE	FALSE	FALSE	DEL	-22
TRUE	FALSE	FALSE	DEL	-51
FALSE	FALSE	TRUE	DEL	-7599
FALSE	FALSE	TRUE	DUP	6599
TRUE	FALSE	FALSE	DUP	122
TRUE	TRUE	FALSE	DEL	-374
FALSE	FALSE	TRUE	DEL	-2311
FALSE	FALSE	TRUE	MIXED	1243
TRUE	TRUE	FALSE	DUP	185
TRUE	TRUE	TRUE	DEL	-8029
FALSE	FALSE	TRUE	DEL	-2799
FALSE	FALSE	TRUE	DEL	-1299
TRUE	FALSE	FALSE	DUP	38
FALSE	FALSE	TRUE	DEL	-5033
FALSE	FALSE	TRUE	DUP	2010
TRUE	FALSE	FALSE	DUP	764
FALSE	TRUE	FALSE	DEL	-493
TRUE	FALSE	FALSE	DUP	47
FALSE	FALSE	TRUE	DEL	-9328
FALSE	FALSE	TRUE	DUP	3593
FALSE	FALSE	TRUE	DEL	-7444
TRUE	FALSE	FALSE	DEL	-51
TRUE	FALSE	FALSE	DEL	-32
TRUE	FALSE	FALSE	DEL	-135
TRUE	TRUE	FALSE	DEL	-295
FALSE	FALSE	TRUE	DEL	-2124
FALSE	TRUE	FALSE	DUP	220
TRUE	TRUE	FALSE	DEL	-82
TRUE	FALSE	FALSE	DEL	-8
FALSE	FALSE	TRUE	MIXED	3324
TRUE	FALSE	FALSE	INV	10
TRUE	FALSE	FALSE	DEL	-29
TRUE	FALSE	FALSE	DEL	-23
FALSE	FALSE	TRUE	MIXED	1515
TRUE	FALSE	FALSE	DEL	-18
FALSE	FALSE	TRUE	MIXED	1027
TRUE	TRUE	FALSE	DEL	-32
FALSE	FALSE	TRUE	DEL	-5778
FALSE	FALSE	TRUE	MIXED	1199
TRUE	TRUE	FALSE	DEL	-313
TRUE	TRUE	TRUE	DEL	-1638
FALSE	FALSE	TRUE	MIXED	1494
FALSE	FALSE	TRUE	DEL	-1599
TRUE	FALSE	FALSE	DEL	-28
FALSE	FALSE	TRUE	DUP	2599
TRUE	FALSE	FALSE	DEL	-34
FALSE	TRUE	FALSE	DEL	-382
FALSE	FALSE	TRUE	DUP	2604
FALSE	TRUE	TRUE	DEL	-1358
FALSE	FALSE	TRUE	MIXED	1159
FALSE	FALSE	TRUE	DEL	-1128
FALSE	TRUE	FALSE	DUP	432
TRUE	TRUE	FALSE	DEL	-301
TRUE	FALSE	FALSE	DEL	-18
TRUE	FALSE	FALSE	DUP	43
FALSE	FALSE	TRUE	DEL	-1119
FALSE	FALSE	TRUE	MIXED	1959
TRUE	FALSE	FALSE	DEL	-32
FALSE	FALSE	TRUE	DUP	6999
FALSE	FALSE	TRUE	DUP	2225
FALSE	FALSE	TRUE	DEL	-1999
FALSE	FALSE	TRUE	DEL	-999
FALSE	FALSE	TRUE	DEL	-3610
FALSE	FALSE	TRUE	DEL	-1230
TRUE	FALSE	FALSE	DUP	40
TRUE	FALSE	FALSE	DEL	-34
TRUE	TRUE	FALSE	DEL	-535
FALSE	FALSE	TRUE	MIXED	1699
TRUE	TRUE	FALSE	DEL	-322
FALSE	FALSE	TRUE	MIXED	3975
TRUE	FALSE	FALSE	DUP	55
FALSE	FALSE	TRUE	DEL	-1104
FALSE	FALSE	TRUE	MIXED	1099
FALSE	FALSE	TRUE	MIXED	2699
FALSE	FALSE	TRUE	MIXED	1399
FALSE	FALSE	TRUE	DEL	-1786
TRUE	FALSE	FALSE	DEL	-32
FALSE	FALSE	TRUE	DEL	-2899
TRUE	FALSE	FALSE	DEL	-22
FALSE	FALSE	TRUE	DEL	-5452
FALSE	FALSE	TRUE	MIXED	2349
TRUE	TRUE	FALSE	DEL	-2226
TRUE	FALSE	FALSE	DUP	39
TRUE	FALSE	FALSE	DUP	95
TRUE	FALSE	FALSE	DEL	-37
TRUE	FALSE	FALSE	DEL	-20
FALSE	FALSE	TRUE	DUP	4099
FALSE	FALSE	TRUE	MIXED	9481
FALSE	FALSE	TRUE	MIXED	5860
FALSE	FALSE	TRUE	MIXED	1263
TRUE	TRUE	FALSE	DEL	-53
TRUE	FALSE	FALSE	DEL	-9
TRUE	FALSE	FALSE	INV	148
TRUE	TRUE	FALSE	INV	103
TRUE	FALSE	FALSE	INV	65
FALSE	FALSE	TRUE	DEL	-5595
TRUE	FALSE	FALSE	DEL	-158
TRUE	FALSE	FALSE	DEL	-6
FALSE	FALSE	TRUE	DEL	-1356
TRUE	FALSE	FALSE	DEL	-111
FALSE	FALSE	TRUE	DEL	-1999
FALSE	FALSE	TRUE	DEL	-2499
FALSE	FALSE	TRUE	DEL	-33976
FALSE	FALSE	TRUE	DEL	-6544
FALSE	FALSE	TRUE	MIXED	999
FALSE	TRUE	FALSE	DEL	-1581
FALSE	FALSE	TRUE	MIXED	1499
TRUE	TRUE	FALSE	DEL	-933
FALSE	FALSE	TRUE	DUP	5236
FALSE	FALSE	TRUE	MIXED	2962
TRUE	FALSE	FALSE	DEL	-316
FALSE	FALSE	TRUE	MIXED	1399
FALSE	FALSE	TRUE	MIXED	4749
TRUE	TRUE	TRUE	DEL	-1788
FALSE	FALSE	TRUE	DUP	2302
FALSE	FALSE	TRUE	MIXED	1299
FALSE	FALSE	TRUE	DEL	-1194
FALSE	FALSE	TRUE	DEL	-2500
FALSE	TRUE	FALSE	DEL	-391
TRUE	FALSE	FALSE	DEL	-42
FALSE	TRUE	FALSE	INV	1005
FALSE	FALSE	TRUE	MIXED	8750
FALSE	FALSE	TRUE	MIXED	1081
TRUE	TRUE	FALSE	DEL	-308
TRUE	FALSE	FALSE	DEL	-56
TRUE	FALSE	FALSE	DEL	-28
FALSE	FALSE	TRUE	MIXED	15248
TRUE	TRUE	FALSE	DEL	-300
FALSE	FALSE	TRUE	DUP	10297
TRUE	FALSE	FALSE	DUP	41
TRUE	TRUE	FALSE	DEL	-261
FALSE	FALSE	TRUE	DEL	-2777
FALSE	FALSE	TRUE	DEL	-11824
FALSE	FALSE	TRUE	MIXED	1334
FALSE	FALSE	TRUE	DUP	5205
TRUE	TRUE	FALSE	DEL	-63
TRUE	FALSE	FALSE	DEL	-42
TRUE	TRUE	FALSE	DEL	-265
TRUE	FALSE	FALSE	INV	316
FALSE	FALSE	TRUE	MIXED	1664
FALSE	FALSE	TRUE	DEL	-4096
FALSE	FALSE	TRUE	DEL	-2099
TRUE	FALSE	FALSE	DUP	68
FALSE	FALSE	TRUE	MIXED	1299
FALSE	TRUE	FALSE	DEL	-523
TRUE	TRUE	FALSE	DEL	-208
FALSE	FALSE	TRUE	DUP	19883
FALSE	FALSE	TRUE	MIXED	1049
TRUE	FALSE	FALSE	DEL	-20
FALSE	FALSE	TRUE	DUP	35253
FALSE	FALSE	TRUE	MIXED	1100
FALSE	TRUE	FALSE	DEL	-526
FALSE	TRUE	FALSE	DEL	-1443
FALSE	FALSE	TRUE	MIXED	1476
FALSE	FALSE	TRUE	DUP	53942
FALSE	FALSE	TRUE	DUP	2106
FALSE	FALSE	TRUE	DUP	3264
FALSE	FALSE	TRUE	MIXED	1985
FALSE	FALSE	TRUE	DUP	30380
FALSE	FALSE	TRUE	DUP	27677
FALSE	FALSE	TRUE	MIXED	9754
FALSE	FALSE	TRUE	DUP	6062
FALSE	FALSE	TRUE	MIXED	1275
TRUE	FALSE	FALSE	DUP	53
TRUE	FALSE	FALSE	DUP	49
FALSE	FALSE	TRUE	MIXED	3711
FALSE	FALSE	TRUE	DEL	-999
FALSE	FALSE	TRUE	DEL	-2499
TRUE	FALSE	FALSE	DUP	68
TRUE	FALSE	FALSE	DEL	-30
FALSE	FALSE	TRUE	DUP	71039
FALSE	FALSE	TRUE	MIXED	9908
FALSE	FALSE	TRUE	DEL	-2899
TRUE	FALSE	FALSE	DUP	51
FALSE	FALSE	TRUE	DUP	6053
FALSE	FALSE	TRUE	DEL	-1332
TRUE	TRUE	FALSE	DEL	-37
FALSE	FALSE	TRUE	DEL	-1369
FALSE	FALSE	TRUE	DEL	-1349
FALSE	FALSE	TRUE	DEL	-15053
FALSE	FALSE	TRUE	DUP	5864
FALSE	FALSE	TRUE	MIXED	2499
FALSE	FALSE	TRUE	MIXED	2536
FALSE	FALSE	TRUE	MIXED	1099
FALSE	FALSE	TRUE	DUP	2636
FALSE	FALSE	TRUE	MIXED	2099
TRUE	FALSE	FALSE	DUP	315
FALSE	FALSE	TRUE	MIXED	1449
FALSE	FALSE	TRUE	DEL	-4799
FALSE	FALSE	TRUE	MIXED	11342
FALSE	FALSE	TRUE	DUP	6899
FALSE	FALSE	TRUE	DUP	31716
FALSE	FALSE	TRUE	DUP	17132
TRUE	FALSE	FALSE	DEL	-116
FALSE	FALSE	TRUE	DUP	4099
FALSE	FALSE	TRUE	DEL	-10693
TRUE	FALSE	FALSE	DUP	7
TRUE	FALSE	FALSE	DEL	-18
TRUE	FALSE	FALSE	DEL	-34
TRUE	FALSE	FALSE	DEL	-111
FALSE	FALSE	TRUE	MIXED	1344
FALSE	TRUE	FALSE	DEL	-2128
FALSE	TRUE	FALSE	DEL	-1107
FALSE	FALSE	TRUE	MIXED	2499
FALSE	FALSE	TRUE	DEL	-1140
FALSE	TRUE	FALSE	DUP	303
TRUE	TRUE	FALSE	DEL	-92
TRUE	FALSE	FALSE	DUP	57
FALSE	FALSE	TRUE	DUP	5333
TRUE	TRUE	FALSE	DEL	-295
TRUE	FALSE	FALSE	DEL	-48
FALSE	FALSE	TRUE	MIXED	2240
FALSE	FALSE	TRUE	MIXED	4479
FALSE	FALSE	TRUE	DEL	-15343
FALSE	FALSE	TRUE	DEL	-6176
FALSE	FALSE	TRUE	MIXED	1199
FALSE	FALSE	TRUE	MIXED	2216
TRUE	FALSE	FALSE	DUP	19
FALSE	TRUE	FALSE	DEL	-1064
TRUE	FALSE	FALSE	DUP	44
FALSE	FALSE	TRUE	MIXED	6965
TRUE	FALSE	FALSE	DEL	-26
FALSE	FALSE	TRUE	DEL	-1120
TRUE	TRUE	FALSE	DEL	-6033
TRUE	FALSE	FALSE	DUP	41
FALSE	FALSE	TRUE	MIXED	7544
TRUE	TRUE	FALSE	DEL	-6146
FALSE	FALSE	TRUE	DEL	-1099
FALSE	TRUE	FALSE	DEL	-48013
TRUE	TRUE	FALSE	DUP	47023
TRUE	TRUE	FALSE	DEL	-313
TRUE	FALSE	FALSE	DEL	-5
FALSE	FALSE	TRUE	DUP	3266
TRUE	FALSE	FALSE	DEL	-117
TRUE	FALSE	FALSE	DUP	47
FALSE	FALSE	TRUE	DUP	23639
TRUE	FALSE	FALSE	DUP	58
FALSE	FALSE	TRUE	DUP	11028
FALSE	FALSE	TRUE	MIXED	4937
FALSE	FALSE	TRUE	DUP	2532
FALSE	FALSE	TRUE	MIXED	1945
FALSE	FALSE	TRUE	MIXED	2834
FALSE	FALSE	TRUE	MIXED	8149
FALSE	FALSE	TRUE	MIXED	1159
FALSE	FALSE	TRUE	MIXED	1738
FALSE	FALSE	TRUE	DEL	-36024
FALSE	FALSE	TRUE	DEL	-5413
FALSE	FALSE	TRUE	DEL	-2899
TRUE	FALSE	FALSE	INV	26
FALSE	FALSE	TRUE	DEL	-6820
FALSE	FALSE	TRUE	MIXED	4294
FALSE	FALSE	TRUE	DUP	15281
FALSE	FALSE	TRUE	MIXED	1319
FALSE	FALSE	TRUE	DUP	6740
FALSE	FALSE	TRUE	DUP	9921
FALSE	FALSE	TRUE	MIXED	5612
FALSE	FALSE	TRUE	MIXED	9125
FALSE	FALSE	TRUE	MIXED	999
FALSE	FALSE	TRUE	MIXED	1299
FALSE	FALSE	TRUE	DUP	31718
FALSE	FALSE	TRUE	MIXED	999
FALSE	FALSE	TRUE	DUP	2415
FALSE	FALSE	TRUE	DUP	3657
FALSE	TRUE	FALSE	DUP	442
FALSE	TRUE	FALSE	DEL	-1763
FALSE	TRUE	FALSE	DEL	-476
FALSE	TRUE	FALSE	DEL	-571
FALSE	TRUE	FALSE	DEL	-570
TRUE	FALSE	FALSE	DEL	-8
FALSE	TRUE	FALSE	DEL	-772
TRUE	FALSE	FALSE	DEL	-47
FALSE	TRUE	FALSE	DEL	-579
TRUE	FALSE	FALSE	DEL	-35
TRUE	FALSE	FALSE	DUP	85
TRUE	FALSE	FALSE	DUP	68
FALSE	TRUE	FALSE	DUP	334
TRUE	FALSE	FALSE	DEL	-32
TRUE	TRUE	FALSE	DEL	-104
TRUE	FALSE	FALSE	DUP	52
TRUE	FALSE	FALSE	DUP	27
TRUE	TRUE	FALSE	DEL	-67
TRUE	TRUE	FALSE	DEL	-271
TRUE	FALSE	FALSE	DUP	103
TRUE	FALSE	FALSE	INV	155
TRUE	FALSE	FALSE	DUP	47
TRUE	FALSE	FALSE	DEL	-27
TRUE	FALSE	FALSE	DUP	64
TRUE	TRUE	FALSE	DEL	-311
TRUE	FALSE	FALSE	DUP	54
TRUE	FALSE	FALSE	DEL	-22
TRUE	FALSE	FALSE	DEL	-118
FALSE	TRUE	FALSE	DEL	-687
TRUE	FALSE	FALSE	DUP	27
FALSE	TRUE	FALSE	DUP	394
TRUE	FALSE	FALSE	DUP	32
TRUE	FALSE	FALSE	DEL	-48
TRUE	TRUE	FALSE	DEL	-309
TRUE	TRUE	FALSE	DEL	-2004
TRUE	FALSE	FALSE	DUP	11
TRUE	TRUE	FALSE	DEL	-77
TRUE	FALSE	FALSE	DEL	-21
TRUE	FALSE	FALSE	DEL	-49
FALSE	TRUE	FALSE	DEL	-122632
FALSE	TRUE	FALSE	DUP	122751
TRUE	TRUE	FALSE	DEL	-100
TRUE	TRUE	FALSE	DEL	-1102
TRUE	TRUE	FALSE	DEL	-6028
TRUE	FALSE	FALSE	INV	197
TRUE	FALSE	FALSE	DUP	60
FALSE	TRUE	FALSE	DEL	-3216
TRUE	TRUE	FALSE	DUP	190
TRUE	TRUE	FALSE	DEL	-482
TRUE	FALSE	FALSE	DEL	-53
TRUE	TRUE	FALSE	DEL	-6049
TRUE	FALSE	FALSE	DEL	-38
TRUE	FALSE	FALSE	DUP	42
TRUE	FALSE	FALSE	DEL	-32
TRUE	TRUE	FALSE	DEL	-208
FALSE	TRUE	FALSE	DEL	-1082
TRUE	TRUE	FALSE	DEL	-315
TRUE	TRUE	FALSE	DEL	-312
TRUE	FALSE	FALSE	DUP	72
TRUE	TRUE	FALSE	DEL	-293
TRUE	FALSE	FALSE	DUP	55
TRUE	FALSE	FALSE	DEL	-348
TRUE	FALSE	FALSE	DEL	-26
TRUE	TRUE	FALSE	DEL	-238
TRUE	TRUE	FALSE	DEL	-313
TRUE	FALSE	FALSE	INV	12
FALSE	TRUE	FALSE	DEL	-862
FALSE	TRUE	FALSE	DUP	5551
TRUE	FALSE	FALSE	DEL	-18
TRUE	FALSE	FALSE	DEL	-40
TRUE	TRUE	FALSE	DEL	-337
FALSE	TRUE	FALSE	DEL	-391
TRUE	TRUE	FALSE	DEL	-2500
TRUE	FALSE	FALSE	DEL	-13
TRUE	FALSE	FALSE	INV	46
TRUE	TRUE	FALSE	INV	80
TRUE	FALSE	FALSE	DEL	-22
TRUE	TRUE	FALSE	INV	243
TRUE	FALSE	FALSE	DEL	-46
TRUE	FALSE	FALSE	DUP	17
TRUE	TRUE	FALSE	DEL	-299
TRUE	TRUE	FALSE	DEL	-1471
TRUE	FALSE	FALSE	DUP	99
TRUE	FALSE	FALSE	DUP	53
TRUE	FALSE	FALSE	DEL	-14
TRUE	FALSE	FALSE	DEL	-30
TRUE	TRUE	FALSE	DEL	-306
TRUE	FALSE	FALSE	DUP	37
TRUE	TRUE	FALSE	DEL	-303
TRUE	TRUE	FALSE	DEL	-297
TRUE	FALSE	FALSE	DEL	-38
TRUE	FALSE	FALSE	DEL	-125
TRUE	FALSE	FALSE	DUP	56
TRUE	TRUE	FALSE	DEL	-277
TRUE	FALSE	FALSE	INV	85
TRUE	FALSE	FALSE	INV	63
TRUE	FALSE	FALSE	DEL	-38
TRUE	TRUE	FALSE	DEL	-513
TRUE	FALSE	FALSE	DEL	-23
TRUE	FALSE	FALSE	DEL	-10
TRUE	TRUE	FALSE	DEL	-328
TRUE	TRUE	FALSE	DEL	-127
TRUE	TRUE	FALSE	DEL	-79
TRUE	TRUE	FALSE	DEL	-465
TRUE	FALSE	FALSE	DEL	-21
TRUE	FALSE	FALSE	DEL	-20
FALSE	TRUE	FALSE	DEL	-166
TRUE	FALSE	FALSE	DEL	-129
TRUE	FALSE	FALSE	DEL	-55
TRUE	FALSE	FALSE	DEL	-16
TRUE	TRUE	FALSE	DEL	-36
TRUE	TRUE	FALSE	DEL	-1191
TRUE	FALSE	FALSE	DEL	-16
TRUE	FALSE	FALSE	DUP	64
TRUE	FALSE	FALSE	DEL	-126
TRUE	TRUE	FALSE	DEL	-89
TRUE	TRUE	FALSE	DEL	-330
TRUE	FALSE	FALSE	DEL	-6
TRUE	TRUE	FALSE	DEL	-544
TRUE	TRUE	FALSE	DEL	-105
TRUE	TRUE	FALSE	DEL	-290
FALSE	TRUE	FALSE	DEL	-60371
TRUE	FALSE	FALSE	DEL	-33
FALSE	TRUE	FALSE	DEL	-9534091
TRUE	FALSE	FALSE	DUP	64
TRUE	TRUE	FALSE	DEL	-304
TRUE	FALSE	FALSE	DEL	-16
TRUE	FALSE	FALSE	DEL	-30
TRUE	FALSE	FALSE	DEL	-30
TRUE	TRUE	FALSE	DEL	-566
TRUE	TRUE	FALSE	DEL	-54
TRUE	FALSE	FALSE	DEL	-5
TRUE	FALSE	FALSE	DEL	-10
TRUE	FALSE	FALSE	DEL	-13
TRUE	FALSE	FALSE	DUP	45
TRUE	FALSE	FALSE	DEL	-10
TRUE	FALSE	FALSE	DEL	-40
TRUE	TRUE	FALSE	DEL	-2717
TRUE	TRUE	FALSE	DEL	-68
TRUE	TRUE	FALSE	DEL	-327
TRUE	FALSE	FALSE	DEL	-15
TRUE	TRUE	FALSE	DUP	103
TRUE	FALSE	FALSE	DEL	-26
TRUE	FALSE	FALSE	DUP	31
TRUE	FALSE	FALSE	DUP	45
TRUE	TRUE	FALSE	DEL	-113
TRUE	TRUE	FALSE	DEL	-310
TRUE	FALSE	FALSE	DEL	-26
TRUE	TRUE	FALSE	DEL	-314
TRUE	FALSE	FALSE	DUP	58
TRUE	FALSE	FALSE	DUP	40
TRUE	FALSE	FALSE	DEL	-60
TRUE	FALSE	FALSE	DUP	69
TRUE	FALSE	FALSE	DUP	24
TRUE	FALSE	FALSE	DEL	-23
TRUE	FALSE	FALSE	DEL	-338
TRUE	FALSE	FALSE	DEL	-141
FALSE	TRUE	FALSE	DEL	-40321831
TRUE	FALSE	FALSE	INV	30
TRUE	FALSE	FALSE	DUP	72
FALSE	TRUE	FALSE	DUP	1904
TRUE	FALSE	FALSE	DUP	40
TRUE	FALSE	FALSE	DUP	33
FALSE	TRUE	FALSE	DUP	2352
TRUE	FALSE	FALSE	DEL	-353
FALSE	TRUE	FALSE	DEL	-2202
FALSE	TRUE	FALSE	DUP	3983
FALSE	TRUE	FALSE	DEL	-506
FALSE	TRUE	FALSE	DEL	-1032
FALSE	TRUE	FALSE	DUP	380
TRUE	FALSE	FALSE	DEL	-88
TRUE	FALSE	FALSE	DEL	-21
TRUE	TRUE	FALSE	DUP	207
TRUE	FALSE	FALSE	DUP	24
TRUE	TRUE	FALSE	DEL	-321
TRUE	TRUE	FALSE	DEL	-89
TRUE	FALSE	FALSE	DEL	-24
FALSE	TRUE	FALSE	DEL	-357
FALSE	TRUE	FALSE	DUP	1195
TRUE	TRUE	FALSE	DEL	-925
TRUE	TRUE	FALSE	DEL	-212
TRUE	TRUE	FALSE	DEL	-72
TRUE	TRUE	FALSE	DEL	-317
TRUE	FALSE	FALSE	DUP	34
FALSE	TRUE	FALSE	DEL	-420
TRUE	TRUE	FALSE	DUP	247
TRUE	FALSE	FALSE	DEL	-28
TRUE	TRUE	FALSE	DEL	-308
TRUE	FALSE	FALSE	DEL	-32
TRUE	FALSE	FALSE	DEL	-49
TRUE	FALSE	FALSE	DEL	-42
TRUE	TRUE	FALSE	DEL	-302
TRUE	FALSE	FALSE	DEL	-38
TRUE	FALSE	FALSE	DUP	73
TRUE	FALSE	FALSE	DEL	-159
FALSE	TRUE	FALSE	DEL	-50220282
TRUE	FALSE	FALSE	DUP	25
TRUE	FALSE	FALSE	DEL	-38
TRUE	TRUE	FALSE	DEL	-313
TRUE	TRUE	FALSE	INV	68
TRUE	TRUE	FALSE	DEL	-304
TRUE	TRUE	FALSE	DEL	-308
TRUE	TRUE	FALSE	DEL	-225
TRUE	TRUE	FALSE	DEL	-288
TRUE	FALSE	FALSE	DEL	-20
TRUE	TRUE	FALSE	DEL	-302
TRUE	FALSE	FALSE	DEL	-8
TRUE	FALSE	FALSE	DEL	-32
TRUE	FALSE	FALSE	INV	48
TRUE	FALSE	FALSE	DEL	-23
TRUE	FALSE	FALSE	DUP	55
TRUE	FALSE	FALSE	DEL	-30
FALSE	TRUE	FALSE	DEL	-74
TRUE	FALSE	FALSE	DEL	-52
TRUE	TRUE	FALSE	DEL	-205
TRUE	FALSE	FALSE	DEL	-7
TRUE	TRUE	FALSE	DEL	-333
TRUE	FALSE	FALSE	DEL	-30
TRUE	TRUE	FALSE	DEL	-2066
FALSE	TRUE	FALSE	INV	1057
TRUE	FALSE	FALSE	INV	343
TRUE	FALSE	FALSE	DUP	7
TRUE	TRUE	FALSE	DEL	-573
TRUE	FALSE	FALSE	INV	12
TRUE	TRUE	FALSE	DEL	-62
FALSE	TRUE	FALSE	DEL	-306
TRUE	FALSE	FALSE	DEL	-520
TRUE	FALSE	FALSE	DEL	-24
TRUE	FALSE	FALSE	DEL	-29
TRUE	TRUE	FALSE	DEL	-99
TRUE	FALSE	FALSE	DEL	-27
TRUE	FALSE	FALSE	DEL	-22
TRUE	FALSE	FALSE	DEL	-37
TRUE	FALSE	FALSE	INV	1338
TRUE	TRUE	FALSE	DEL	-2149
TRUE	TRUE	FALSE	DEL	-1970
TRUE	TRUE	FALSE	DUP	105
TRUE	TRUE	FALSE	DEL	-415
FALSE	TRUE	FALSE	INV	153
TRUE	TRUE	FALSE	DEL	-112
FALSE	TRUE	FALSE	DEL	-110990
FALSE	TRUE	FALSE	DUP	110991
TRUE	FALSE	FALSE	DUP	43
TRUE	TRUE	FALSE	DEL	-309
FALSE	TRUE	FALSE	DEL	-1383
FALSE	TRUE	FALSE	DEL	-549
FALSE	TRUE	FALSE	DEL	-950
TRUE	TRUE	FALSE	DEL	-310
TRUE	TRUE	FALSE	DEL	-29
TRUE	FALSE	FALSE	DUP	8
TRUE	FALSE	FALSE	DUP	20
FALSE	TRUE	FALSE	DEL	-93
TRUE	FALSE	FALSE	DEL	-72
TRUE	FALSE	FALSE	DUP	51
TRUE	FALSE	FALSE	INV	10978032
TRUE	FALSE	FALSE	DEL	-37
TRUE	FALSE	FALSE	DEL	-33
FALSE	TRUE	FALSE	DEL	-431
TRUE	FALSE	FALSE	DEL	-21
TRUE	FALSE	FALSE	DEL	-22
TRUE	TRUE	FALSE	DEL	-298
TRUE	TRUE	FALSE	DEL	-224
TRUE	FALSE	FALSE	DUP	25
TRUE	TRUE	FALSE	DEL	-7378
FALSE	TRUE	FALSE	INV	199
TRUE	FALSE	FALSE	DUP	30
FALSE	TRUE	FALSE	DEL	-311
TRUE	FALSE	FALSE	DUP	32
TRUE	TRUE	FALSE	DEL	-598
TRUE	TRUE	FALSE	DEL	-229
TRUE	TRUE	FALSE	DEL	-54
TRUE	FALSE	FALSE	DUP	38
TRUE	FALSE	FALSE	DEL	-364
TRUE	FALSE	FALSE	DUP	71
TRUE	TRUE	FALSE	DEL	-2343
FALSE	TRUE	FALSE	DUP	374
TRUE	FALSE	FALSE	DUP	56
FALSE	TRUE	FALSE	DEL	-175
TRUE	FALSE	FALSE	DUP	41
TRUE	FALSE	FALSE	DUP	46
TRUE	FALSE	FALSE	DUP	29
TRUE	TRUE	FALSE	DEL	-2545
TRUE	TRUE	FALSE	DEL	-72
TRUE	TRUE	FALSE	DEL	-133
TRUE	FALSE	FALSE	DUP	77
TRUE	FALSE	FALSE	DUP	32
TRUE	TRUE	FALSE	DEL	-192
TRUE	FALSE	FALSE	DEL	-27
TRUE	FALSE	FALSE	DEL	-13
FALSE	TRUE	FALSE	DUP	473
TRUE	FALSE	FALSE	INV	147
TRUE	TRUE	FALSE	DEL	-1332
TRUE	FALSE	FALSE	INV	34
TRUE	FALSE	FALSE	INV	34
TRUE	FALSE	FALSE	DEL	-15
TRUE	FALSE	FALSE	DEL	-25
TRUE	FALSE	FALSE	DUP	95
TRUE	TRUE	FALSE	DEL	-322
TRUE	FALSE	FALSE	DUP	28
TRUE	FALSE	FALSE	DEL	-36
TRUE	TRUE	FALSE	DEL	-99
TRUE	FALSE	FALSE	DEL	-22
TRUE	FALSE	FALSE	DEL	-53
TRUE	TRUE	FALSE	DEL	-321
TRUE	FALSE	FALSE	INV	44
TRUE	FALSE	FALSE	DUP	63
TRUE	TRUE	FALSE	DUP	113
TRUE	TRUE	FALSE	DEL	-306
